Date/Time Created	VADS Content Version	VADS Application Version	Download Activity	Number of Items Selected
03/05/2019 16:14:53	3.0.0	3.1.1	Value Set Concept Detail Result Selection	272 of 272

Concept Code	Concept Name	Preferred Concept Name	Preferred Alternate Code	Code System OID	Code System Name	Code System Code	Code System Version	HL7 Table 0396 Code	Value Set Concept Description	Value Set Code	Value Set Version
6770	Libraries and archives	Libraries and archives [6770]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0270	Logging	Logging [0270]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4090	Lumber and other construction materials merchant wholesalers	Lumber and other construction materials merchant wholesalers [4090]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2880	Machine shops; turned product; screw, nut and bolt manufacturing	Machine shops; turned product; screw, nut and bolt manufacturing [2880]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3190	Machinery manufacturing, n.e.c.	Machinery manufacturing, n.e.c. [3190]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4270	Machinery, equipment, and supplies merchant wholesalers	Machinery, equipment, and supplies merchant wholesalers [4270]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5592	Mail order houses	Mail order houses [5592]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7570	Management of companies and enterprises	Management of companies and enterprises [7570]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7390	Management, scientific, and technical consulting services	Management, scientific, and technical consulting services [7390]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3960	Medical equipment and supplies manufacturing	Medical equipment and supplies manufacturing [3960]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2780	Metal forgings and stampings	Metal forgings and stampings [2780]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0390	Metal ore mining	Metal ore mining [0390]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4180	Metals and minerals, except petroleum, merchant wholesalers	Metals and minerals, except petroleum, merchant wholesalers [4180]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3170	Metalworking machinery manufacturing	Metalworking machinery manufacturing [3170]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9870	Military Reserves or National Guard	Military Reserves or National Guard [9870]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4290	Miscellaneous durable goods merchant wholesalers	Miscellaneous durable goods merchant wholesalers [4290]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2980	Miscellaneous fabricated metal products manufacturing	Miscellaneous fabricated metal products manufacturing [2980]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5390	Miscellaneous general merchandise stores	Miscellaneous general merchandise stores [5390]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3980	Miscellaneous manufacturing, n.e.c.	Miscellaneous manufacturing, n.e.c. [3980]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4580	Miscellaneous nondurable goods merchant wholesalers	Miscellaneous nondurable goods merchant wholesalers [4580]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2590	Miscellaneous nonmetallic mineral product manufacturing	Miscellaneous nonmetallic mineral product manufacturing [2590]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1890	Miscellaneous paper and pulp products	Miscellaneous paper and pulp products [1890]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2090	Miscellaneous petroleum and coal products	Miscellaneous petroleum and coal products [2090]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5580	Miscellaneous retail stores	Miscellaneous retail stores [5580]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3870	Miscellaneous wood products	Miscellaneous wood products [3870]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6570	Motion pictures and video industries	Motion pictures and video industries [6570]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3570	Motor vehicles and motor vehicle equipment manufacturing	Motor vehicles and motor vehicle equipment manufacturing [3570]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4070	Motor vehicles, parts and supplies merchant wholesalers	Motor vehicles, parts and supplies merchant wholesalers [4070]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8570	Museums, art galleries, historical sites, and similar institutions	Museums, art galleries, historical sites, and similar institutions [8570]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5290	Music stores	Music stores [5290]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8990	Nail salons and other personal care services	Nail salons and other personal care services [8990]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9590	National security and international affairs	National security and international affairs [9590]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0580	Natural gas distribution	Natural gas distribution [0580]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3380	Navigational, measuring, electromedical, and control instruments manufacturing	Navigational, measuring, electromedical, and control instruments manufacturing [3380]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6470	Newspaper publishers	Newspaper publishers [6470]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6890	Non-depository credit and related activities	Non-depository credit and related activities [6890]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2690	Nonferrous metal, except aluminum, production and processing	Nonferrous metal, except aluminum, production and processing [2690]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0470	Nonmetallic mineral mining and quarrying	Nonmetallic mineral mining and quarrying [0470]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9890	Non-paid Worker	Non-paid Worker [9890]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1290	Not specified food industries	Not specified food industries [1290]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3290	Not specified machinery manufacturing	Not specified machinery manufacturing [3290]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3990	Not specified manufacturing industries	Not specified manufacturing industries [3990]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2990	Not specified metal industries	Not specified metal industries [2990]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5790	Not specified retail trade	Not specified retail trade [5790]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0480	Not specified type of mining	Not specified type of mining [0480]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0690	Not specified utilities	Not specified utilities [0690]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4590	Not specified wholesale trade	Not specified wholesale trade [4590]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8270	Nursing care facilities	Nursing care facilities [8270]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5480	Office supplies and stationery stores	Office supplies and stationery stores [5480]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7990	Offices of chiropractors	Offices of chiropractors [7990]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7980	Offices of dentists	Offices of dentists [7980]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8070	Offices of optometrists	Offices of optometrists [8070]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8080	Offices of other health practitioners	Offices of other health practitioners [8080]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7970	Offices of physicians	Offices of physicians [7970]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0370	Oil and gas extraction	Oil and gas extraction [0370]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2970	Ordnance	Ordnance [2970]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7780	Other administrative and other support services	Other administrative and other support services [7780]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8590	Other amusement, gambling, and recreation industries	Other amusement, gambling, and recreation industries [8590]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7180	Other consumer goods rental	Other consumer goods rental [7180]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5690	Other direct selling establishments	Other direct selling establishments [5690]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9390	Other general government and support	Other general government and support [9390]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8180	Other health care services	Other health care services [8180]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6780	Other information services	Other information services [6780]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4680	Other motor vehicle dealers	Other motor vehicle dealers [4680]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9090	Other personal services	Other personal services [9090]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7490	Other professional, scientific, and technical services	Other professional, scientific, and technical services [7490]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7890	Other schools and instruction, and educational support services	Other schools and instruction, and educational support services [7890]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6690	Other telecommunications services	Other telecommunications services [6690]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3690	Other transportation equipment manufacturing	Other transportation equipment manufacturing [3690]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8090	Outpatient care centers	Outpatient care centers [8090]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2270	Paint, coating, and adhesive manufacturing	Paint, coating, and adhesive manufacturing [2270]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4370	Paper and paper products merchant wholesalers	Paper and paper products merchant wholesalers [4370]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1880	Paperboard containers and boxes	Paperboard containers and boxes [1880]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6480	Periodical, book, and directory publishers	Periodical, book, and directory publishers [6480]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8880	Personal and household goods repair and maintenance	Personal and household goods repair and maintenance [8880]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4490	Petroleum and petroleum products merchant wholesalers	Petroleum and petroleum products merchant wholesalers [4490]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2070	Petroleum refining	Petroleum refining [2070]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2190	Pharmaceutical and medicine manufacturing	Pharmaceutical and medicine manufacturing [2190]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5070	Pharmacies and drug stores	Pharmacies and drug stores [5070]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6270	Pipeline transportation	Pipeline transportation [6270]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2370	Plastics product manufacturing	Plastics product manufacturing [2370]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6370	Postal Service	Postal Service [6370]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2470	Pottery, ceramics, and plumbing fixture manufacturing	Pottery, ceramics, and plumbing fixture manufacturing [2470]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3790	Prefabricated wood buildings and mobile homes	Prefabricated wood buildings and mobile homes [3790]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1990	Printing and related support activities	Printing and related support activities [1990]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9290	Private households	Private households [9290]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4170	Professional and commercial equipment and supplies merchant wholesalers	Professional and commercial equipment and supplies merchant wholesalers [4170]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9380	Public finance activities	Public finance activities [9380]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1870	Pulp, paper, and paperboard mills	Pulp, paper, and paperboard mills [1870]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6670	Radio and television broadcasting and cable subscription programming	Radio and television broadcasting and cable subscription programming [6670]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4790	Radio, TV, and computer stores	Radio, TV, and computer stores [4790]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6080	Rail transportation	Rail transportation [6080]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3670	Railroad rolling stock manufacturing	Railroad rolling stock manufacturing [3670]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7070	Real estate	Real estate [7070]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8670	Recreational vehicle parks and camps, and rooming and boarding houses	Recreational vehicle parks and camps, and rooming and boarding houses [8670]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4280	Recyclable material merchant wholesalers	Recyclable material merchant wholesalers [4280]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9160	Religious organizations	Religious organizations [9160]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8290	Residential care facilities, without nursing	Residential care facilities, without nursing [8290]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2170	Resin, synthetic rubber and fibers, and filaments manufacturing	Resin, synthetic rubber and fibers, and filaments manufacturing [2170]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8680	Restaurants and other food services	Restaurants and other food services [8680]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1190	Retail bakeries	Retail bakeries [1190]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5470	Retail florists	Retail florists [5470]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9880	Retired	Retired [9880]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2390	Rubber products, except tires, manufacturing	Rubber products, except tires, manufacturing [2390]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6880	Savings institutions, including credit unions	Savings institutions, including credit unions [6880]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3770	Sawmills and wood preservation	Sawmills and wood preservation [3770]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6280	Scenic and sightseeing transportation	Scenic and sightseeing transportation [6280]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7460	Scientific research and development services	Scientific research and development services [7460]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1280	Seafood and other miscellaneous foods, n.e.c.	Seafood and other miscellaneous foods, n.e.c. [1280]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6970	Securities, commodities, funds, trusts, and other financial investments	Securities, commodities, funds, trusts, and other financial investments [6970]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6290	Services incidental to transportation	Services incidental to transportation [6290]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7690	Services to buildings and dwellings (except cleaning during construction and immediately after construction)	Services to buildings and dwellings (except cleaning during construction and immediately after construction) [7690]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0680	Sewage treatment facilities	Sewage treatment facilities [0680]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5280	Sewing, needlework, and piece goods stores	Sewing, needlework, and piece goods stores [5280]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3680	Ship and boat building	Ship and boat building [3680]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5180	Shoe stores	Shoe stores [5180]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2280	Soap, cleaning compound, and cosmetics manufacturing	Soap, cleaning compound, and cosmetics manufacturing [2280]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6490	Software publishers	Software publishers [6490]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6590	Sound recording industries	Sound recording industries [6590]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7370	Specialized design services	Specialized design services [7370]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4980	Specialty food stores	Specialty food stores [4980]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
