"name","item","start_col","end_col","alignment","padding","data_type","width","name_literal","default","allow_unlimited_text","parent","section","source","year_added","version_added","year_retired","version_retired","include_incidence","include_confidential","include_abstract"
"reserved05",1180,1381,1435,"left"," ","text",55,"Reserved 05",,FALSE,"Tumor","Stage/Prognostic Factors",,2011,,,,TRUE,TRUE,TRUE
"lymphVascularInvasion",1182,984,984,"left"," ","digits",1,"Lymph-vascular Invasion",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"reserved06",1190,1624,1723,"left"," ","text",100,"Reserved 06",,FALSE,"Tumor","Treatment-1st Course",,2011,,,,TRUE,TRUE,TRUE
"rxDateSurgery",1200,1456,1463,"left"," ","date",8,"RX Date Surgery",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateSurgeryFlag",1201,1464,1465,"left"," ","digits",2,"RX Date Surgery Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateRadiation",1210,1486,1493,"left"," ","date",8,"RX Date Radiation",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateRadiationFlag",1211,1494,1495,"left"," ","digits",2,"RX Date Radiation Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateChemo",1220,1516,1523,"left"," ","date",8,"RX Date Chemo",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateChemoFlag",1221,1524,1525,"left"," ","digits",2,"RX Date Chemo Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateHormone",1230,1526,1533,"left"," ","date",8,"RX Date Hormone",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateHormoneFlag",1231,1534,1535,"left"," ","digits",2,"RX Date Hormone Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateBrm",1240,1536,1543,"left"," ","date",8,"RX Date BRM",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateBrmFlag",1241,1544,1545,"left"," ","digits",2,"RX Date BRM Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateOther",1250,1546,1553,"left"," ","date",8,"RX Date Other",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateOtherFlag",1251,1554,1555,"left"," ","digits",2,"RX Date Other Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"dateInitialRxSeer",1260,1436,1443,"left"," ","date",8,"Date Initial RX SEER",,FALSE,"Tumor","Treatment-1st Course","SEER",,,,,TRUE,TRUE,TRUE
"dateInitialRxSeerFlag",1261,1444,1445,"left"," ","digits",2,"Date Initial RX SEER Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"date1stCrsRxCoc",1270,1446,1453,"left"," ","date",8,"Date 1st Crs RX CoC",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"date1stCrsRxCocFlag",1271,1454,1455,"left"," ","digits",2,"Date 1st Crs RX CoC Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateDxStgProc",1280,1556,1563,"left"," ","date",8,"RX Date DX/Stg Proc",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateDxStgProcFlag",1281,1564,1565,"left"," ","digits",2,"RX Date DX/Stg Proc Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxSummTreatmentStatus",1285,1566,1566,"left"," ","digits",1,"RX Summ--Treatment Status",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",2010,12,,,TRUE,TRUE,TRUE
"rxSummSurgPrimSite",1290,1567,1568,"right","0","digits",2,"RX Summ--Surg Prim Site",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",1997,,,,TRUE,TRUE,TRUE
"rxSummScopeRegLnSur",1292,1569,1569,"left"," ","digits",1,"RX Summ--Scope Reg LN Sur",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",1997,,,,TRUE,TRUE,TRUE
"rxSummSurgOthRegDis",1294,1570,1570,"left"," ","digits",1,"RX Summ--Surg Oth Reg/Dis",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",1997,,,,TRUE,TRUE,TRUE
"rxSummRegLnExamined",1296,1571,1572,"right","0","digits",2,"RX Summ--Reg LN Examined",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",1997,,,,TRUE,TRUE,TRUE
"reserved07",1300,1788,1887,"left"," ","text",100,"Reserved 07",,FALSE,"Tumor","Treatment-Subsequent & Other",,2011,,,,TRUE,TRUE,TRUE
"rxSummSurgicalApproch",1310,1573,1573,"left"," ","digits",1,"RX Summ--Surgical Approch",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxSummSurgicalMargins",1320,1574,1574,"left"," ","digits",1,"RX Summ--Surgical Margins",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxSummReconstruct1st",1330,1575,1575,"left"," ","digits",1,"RX Summ--Reconstruct 1st",,FALSE,"Tumor","Treatment-1st Course","SEER",,,,,TRUE,TRUE,TRUE
"reasonForNoSurgery",1340,1576,1576,"left"," ","digits",1,"Reason for No Surgery",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummDxStgProc",1350,1577,1578,"right","0","digits",2,"RX Summ--DX/Stg Proc",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxSummRadiation",1360,1580,1580,"left"," ","digits",1,"RX Summ--Radiation",,FALSE,"Tumor","Treatment-1st Course","SEER",,,,,TRUE,TRUE,TRUE
"rxSummRadToCns",1370,1581,1581,"left"," ","digits",1,"RX Summ--Rad to CNS",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummSurgRadSeq",1380,1582,1582,"left"," ","digits",1,"RX Summ--Surg/Rad Seq",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummChemo",1390,1585,1586,"right","0","digits",2,"RX Summ--Chemo",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummHormone",1400,1587,1588,"right","0","digits",2,"RX Summ--Hormone",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummBrm",1410,1589,1590,"right","0","digits",2,"RX Summ--BRM",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummOther",1420,1591,1591,"left"," ","digits",1,"RX Summ--Other",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"reasonForNoRadiation",1430,1592,1592,"left"," ","digits",1,"Reason for No Radiation",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxCodingSystemCurrent",1460,1593,1594,"right","0","digits",2,"RX Coding System--Current",,FALSE,"Tumor","Treatment-1st Course","NAACCR",,,,,TRUE,TRUE,TRUE
"radRegionalDoseCgy",1510,1596,1600,"right","0","digits",5,"Rad--Regional Dose: cGy",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"radNoOfTreatmentVol",1520,1601,1603,"right","0","digits",3,"Rad--No of Treatment Vol",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"radTreatmentVolume",1540,1604,1605,"right","0","digits",2,"Rad--Treatment Volume",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"radLocationOfRx",1550,1606,1606,"left"," ","digits",1,"Rad--Location of RX",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"radRegionalRxModality",1570,1607,1608,"right","0","digits",2,"Rad--Regional RX Modality",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxSummSystemicSurSeq",1639,1616,1616,"left"," ","digits",1,"RX Summ--Systemic/Sur Seq",,FALSE,"Tumor","Treatment-1st Course","CoC",2006,11,,,TRUE,TRUE,TRUE
"rxSummSurgeryType",1640,1617,1618,"right","0","digits",2,"RX Summ--Surgery Type",,FALSE,"Tumor","Treatment-1st Course","SEER",2011,,,,TRUE,TRUE,TRUE
"rxSummSurgSite9802",1646,1620,1621,"right","0","digits",2,"RX Summ--Surg Site 98-02",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummScopeReg9802",1647,1622,1622,"left"," ","digits",1,"RX Summ--Scope Reg 98-02",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummSurgOth9802",1648,1623,1623,"left"," ","digits",1,"RX Summ--Surg Oth 98-02",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"reserved08",1650,2036,2115,"left"," ","text",80,"Reserved 08",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin",,2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseDate",1660,1724,1731,"left"," ","date",8,"Subsq RX 2nd Course Date",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",,,,,TRUE,TRUE,TRUE
"subsqRx2ndcrsDateFlag",1661,1732,1733,"left"," ","digits",2,"Subsq RX 2ndCrs Date Flag",,FALSE,"Tumor","Treatment-Subsequent & Other","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseSurg",1671,1734,1735,"right","0","digits",2,"Subsq RX 2nd Course Surg",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseRad",1672,1740,1740,"left"," ","digits",1,"Subsq RX 2nd Course Rad",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseChemo",1673,1741,1741,"left"," ","digits",1,"Subsq RX 2nd Course Chemo",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseHorm",1674,1742,1742,"left"," ","digits",1,"Subsq RX 2nd Course Horm",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseBrm",1675,1743,1743,"left"," ","digits",1,"Subsq RX 2nd Course BRM",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseOth",1676,1744,1744,"left"," ","digits",1,"Subsq RX 2nd Course Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndScopeLnSu",1677,1736,1736,"left"," ","digits",1,"Subsq RX 2nd--Scope LN SU",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx2ndSurgOth",1678,1737,1737,"left"," ","digits",1,"Subsq RX 2nd--Surg Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx2ndRegLnRem",1679,1738,1739,"right","0","digits",2,"Subsq RX 2nd--Reg LN Rem",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseDate",1680,1745,1752,"left"," ","date",8,"Subsq RX 3rd Course Date",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",,,,,TRUE,TRUE,TRUE
"subsqRx3rdcrsDateFlag",1681,1753,1754,"left"," ","digits",2,"Subsq RX 3rdCrs Date Flag",,FALSE,"Tumor","Treatment-Subsequent & Other","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseSurg",1691,1755,1756,"right","0","digits",2,"Subsq RX 3rd Course Surg",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseRad",1692,1761,1761,"left"," ","digits",1,"Subsq RX 3rd Course Rad",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseChemo",1693,1762,1762,"left"," ","digits",1,"Subsq RX 3rd Course Chemo",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseHorm",1694,1763,1763,"left"," ","digits",1,"Subsq RX 3rd Course Horm",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseBrm",1695,1764,1764,"left"," ","digits",1,"Subsq RX 3rd Course BRM",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseOth",1696,1765,1765,"left"," ","digits",1,"Subsq RX 3rd Course Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdScopeLnSu",1697,1757,1757,"left"," ","digits",1,"Subsq RX 3rd--Scope LN Su",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx3rdSurgOth",1698,1758,1758,"left"," ","digits",1,"Subsq RX 3rd--Surg Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx3rdRegLnRem",1699,1759,1760,"right","0","digits",2,"Subsq RX 3rd--Reg LN Rem",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseDate",1700,1766,1773,"left"," ","date",8,"Subsq RX 4th Course Date",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",,,,,TRUE,TRUE,TRUE
"subsqRx4thcrsDateFlag",1701,1774,1775,"left"," ","digits",2,"Subsq RX 4thCrs Date Flag",,FALSE,"Tumor","Treatment-Subsequent & Other","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"subsqRx4thCourseSurg",1711,1776,1777,"right","0","digits",2,"Subsq RX 4th Course Surg",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseRad",1712,1782,1782,"left"," ","digits",1,"Subsq RX 4th Course Rad",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseChemo",1713,1783,1783,"left"," ","digits",1,"Subsq RX 4th Course Chemo",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseHorm",1714,1784,1784,"left"," ","digits",1,"Subsq RX 4th Course Horm",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseBrm",1715,1785,1785,"left"," ","digits",1,"Subsq RX 4th Course BRM",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseOth",1716,1786,1786,"left"," ","digits",1,"Subsq RX 4th Course Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thScopeLnSu",1717,1778,1778,"left"," ","digits",1,"Subsq RX 4th--Scope LN Su",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx4thSurgOth",1718,1779,1779,"left"," ","digits",1,"Subsq RX 4th--Surg Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx4thRegLnRem",1719,1780,1781,"right","0","digits",2,"Subsq RX 4th--Reg LN Rem",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"reserved09",1740,2326,2339,"left"," ","text",14,"Reserved 09",,FALSE,"Tumor","Follow-up/Recurrence/Death",,2011,,,,TRUE,TRUE,TRUE
"subsqRxReconstructDel",1741,1787,1787,"left"," ","digits",1,"Subsq RX--Reconstruct Del",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"dateOfLastContact",1750,2116,2123,"left"," ","date",8,"Date of Last Contact",,FALSE,"Patient","Follow-up/Recurrence/Death","SEER/CoC",,,,,TRUE,TRUE,TRUE
"dateOfLastContactFlag",1751,2124,2125,"left"," ","digits",2,"Date of Last Contact Flag",,FALSE,"Patient","Follow-up/Recurrence/Death","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"dateOfDeathCanada",1755,2280,2287,"left"," ","date",8,"Date of Death--Canada",,FALSE,"Patient","Follow-up/Recurrence/Death","CCCR",2009,,,,TRUE,TRUE,TRUE
"dateOfDeathCanadaFlag",1756,2288,2289,"left"," ","digits",2,"Date of Death--Canada Flag",,FALSE,"Patient","Follow-up/Recurrence/Death","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"vitalStatus",1760,2126,2126,"left"," ","digits",1,"Vital Status",,FALSE,"Patient","Follow-up/Recurrence/Death","SEER/CoC",,,,,TRUE,TRUE,TRUE
"cancerStatus",1770,2127,2127,"left"," ","digits",1,"Cancer Status",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"qualityOfSurvival",1780,2128,2128,"left"," ","digits",1,"Quality of Survival",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"survDateActiveFollowup",1782,2292,2299,"left"," ","date",8,"Surv-Date Active Followup",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survFlagActiveFollowup",1783,2300,2300,"left"," ","digits",1,"Surv-Flag Active Followup",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survMosActiveFollowup",1784,2301,2304,"right","0","digits",4,"Surv-Mos Active Followup",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survDatePresumedAlive",1785,2305,2312,"left"," ","date",8,"Surv-Date Presumed Alive",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survFlagPresumedAlive",1786,2313,2313,"left"," ","digits",1,"Surv-Flag Presumed Alive",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survMosPresumedAlive",1787,2314,2317,"right","0","digits",4,"Surv-Mos Presumed Alive",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survDateDxRecode",1788,2318,2325,"left"," ","date",8,"Surv-Date DX Recode",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"followUpSource",1790,2129,2129,"left"," ","digits",1,"Follow-Up Source",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"followUpSourceCentral",1791,2278,2279,"right","0","digits",2,"Follow-up Source Central",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2006,11,,,TRUE,TRUE,TRUE
"nextFollowUpSource",1800,2130,2130,"left"," ","digits",1,"Next Follow-Up Source",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"addrCurrentCity",1810,2131,2180,"left"," ","text",50,"Addr Current--City",,FALSE,"Patient","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"addrCurrentState",1820,2181,2182,"left"," ","alpha",2,"Addr Current--State",,FALSE,"Patient","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"addrCurrentPostalCode",1830,2183,2191,"left"," ","text",9,"Addr Current--Postal Code",,FALSE,"Patient","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"addrCurrentCountry",1832,439,441,"left"," ","alpha",3,"Addr Current--Country",,FALSE,"Patient","Demographic","NAACCR",2013,13,,,TRUE,TRUE,TRUE
"reserved10",1835,4085,4284,"left"," ","text",200,"Reserved 10",,FALSE,"Tumor","Patient-Confidential",,2011,,,,FALSE,TRUE,TRUE
"countyCurrent",1840,2192,2194,"right","0","digits",3,"County--Current",,FALSE,"Patient","Follow-up/Recurrence/Death","NAACCR",,,,,TRUE,TRUE,TRUE
"followUpContactCity",1842,2208,2257,"left"," ","text",50,"Follow-Up Contact--City",,FALSE,"Tumor","Follow-up/Recurrence/Death","SEER",1997,,,,TRUE,TRUE,TRUE
"followUpContactState",1844,2258,2259,"left"," ","alpha",2,"Follow-Up Contact--State",,FALSE,"Tumor","Follow-up/Recurrence/Death","SEER",1997,,,,TRUE,TRUE,TRUE
"followUpContactPostal",1846,2260,2268,"left"," ","digits",9,"Follow-Up Contact--Postal",,FALSE,"Tumor","Follow-up/Recurrence/Death","SEER",1997,,,,TRUE,TRUE,TRUE
"followupContactCountry",1847,447,449,"left"," ","alpha",3,"FollowUp Contact--Country",,FALSE,"Tumor","Demographic","NAACCR",2013,13,,,TRUE,TRUE,TRUE
"unusualFollowUpMethod",1850,2290,2291,"left"," ","digits",2,"Unusual Follow-Up Method",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",,,,,TRUE,TRUE,TRUE
"recurrenceDate1st",1860,2196,2203,"left"," ","date",8,"Recurrence Date--1st",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"recurrenceDate1stFlag",1861,2204,2205,"left"," ","digits",2,"Recurrence Date--1st Flag",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"recurrenceType1st",1880,2206,2207,"right","0","digits",2,"Recurrence Type--1st",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"reserved11",1900,4345,4394,"left"," ","text",50,"Reserved 11",,FALSE,"Tumor","Hospital-Confidential",,2011,,,,FALSE,TRUE,TRUE
"causeOfDeath",1910,2269,2272,"left"," ","text",4,"Cause of Death",,FALSE,"Patient","Follow-up/Recurrence/Death","SEER",,,,,TRUE,TRUE,TRUE
"icdRevisionNumber",1920,2273,2273,"left"," ","digits",1,"ICD Revision Number",,FALSE,"Patient","Follow-up/Recurrence/Death","SEER",,,,,TRUE,TRUE,TRUE
"autopsy",1930,2274,2274,"left"," ","digits",1,"Autopsy",,FALSE,"Patient","Follow-up/Recurrence/Death","NAACCR",,,,,TRUE,TRUE,TRUE
"placeOfDeath",1940,2275,2277,"right","0","text",3,"Place of Death",,FALSE,"Patient","Follow-up/Recurrence/Death","NPCR",,,,,TRUE,TRUE,TRUE
"placeOfDeathState",1942,450,451,"left"," ","alpha",2,"Place of Death--State",,FALSE,"Patient","Demographic","NAACCR",2013,13,,,TRUE,TRUE,TRUE
"placeOfDeathCountry",1944,452,454,"left"," ","alpha",3,"Place of Death--Country",,FALSE,"Patient","Demographic","NAACCR",2013,13,,,TRUE,TRUE,TRUE
"siteIcdO1",1960,1909,1912,"left"," ","digits",4,"Site (73-91) ICD-O-1",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"histologyIcdO1",1971,1913,1916,"left"," ","digits",4,"Histology (73-91) ICD-O-1",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"behaviorIcdO1",1972,1917,1917,"left"," ","digits",1,"Behavior (73-91) ICD-O-1",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"gradeIcdO1",1973,1918,1918,"left"," ","digits",1,"Grade (73-91) ICD-O-1",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"icdO2ConversionFlag",1980,1919,1919,"left"," ","digits",1,"ICD-O-2 Conversion Flag",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSsNodespos",1981,1888,1888,"left"," ","digits",1,"Over-ride SS/NodesPos",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2001,9,,,TRUE,TRUE,TRUE
"overRideSsTnmN",1982,1889,1889,"left"," ","digits",1,"Over-ride SS/TNM-N",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,,TRUE,TRUE,TRUE
"overRideSsTnmM",1983,1890,1890,"left"," ","digits",1,"Over-ride SS/TNM-M",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2001,9,,,TRUE,TRUE,TRUE
"overRideAcsnClassSeq",1985,1891,1891,"left"," ","digits",1,"Over-ride Acsn/Class/Seq",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,,TRUE,TRUE,TRUE
"overRideHospseqDxconf",1986,1892,1892,"left"," ","digits",1,"Over-ride HospSeq/DxConf",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,,TRUE,TRUE,TRUE
"overRideCocSiteType",1987,1893,1893,"left"," ","digits",1,"Over-ride CoC-Site/Type",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,,TRUE,TRUE,TRUE
"overRideHospseqSite",1988,1894,1894,"left"," ","digits",1,"Over-ride HospSeq/Site",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,,TRUE,TRUE,TRUE
"overRideSiteTnmStggrp",1989,1895,1895,"left"," ","digits",1,"Over-ride Site/TNM-StgGrp",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,,TRUE,TRUE,TRUE
"overRideAgeSiteMorph",1990,1896,1896,"left"," ","digits",1,"Over-ride Age/Site/Morph",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSeqnoDxconf",2000,1897,1897,"left"," ","digits",1,"Over-ride SeqNo/DxConf",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSiteLatSeqno",2010,1898,1898,"left"," ","digits",1,"Over-ride Site/Lat/SeqNo",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSurgDxconf",2020,1899,1899,"left"," ","digits",1,"Over-ride Surg/DxConf",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSiteType",2030,1900,1900,"left"," ","digits",1,"Over-ride Site/Type",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideHistology",2040,1901,1901,"left"," ","digits",1,"Over-ride Histology",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
