"name","item","start_col","end_col","alignment","padding","name_literal","default","parent","section","source","year_added","version_added","year_retired","version_retired"
"subsqRx4thSurgOth",1718,1779,1779,"left"," ","Subsq RX 4th--Surg Oth",,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,
"subsqRx4thRegLnRem",1719,1780,1781,"right","0","Subsq RX 4th--Reg LN Rem",,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,
"subsqRxReconstructDel",1741,1787,1787,"left"," ","Subsq RX--Reconstruct Del",,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,
"dateOfLastContact",1750,2116,2123,"left"," ","Date of Last Contact",,"Patient","Follow-up/Recurrence/Death","SEER/CoC",,,,
"dateOfLastContactFlag",1751,2124,2125,"left"," ","Date of Last Contact Flag",,"Patient","Follow-up/Recurrence/Death","NAACCR",2010,12,,
"dateOfDeathCanada",1755,2280,2287,"left"," ","Date of Death--Canada",,"Patient","Follow-up/Recurrence/Death","CCCR",2009,,,
"dateOfDeathCanadaFlag",1756,2288,2289,"left"," ","Date of Death--Canada Flag",,"Patient","Follow-up/Recurrence/Death","NAACCR",2010,12,,
"vitalStatus",1760,2126,2126,"left"," ","Vital Status",,"Patient","Follow-up/Recurrence/Death","SEER/CoC",,,,
"cancerStatus",1770,2127,2127,"left"," ","Cancer Status",,"Tumor","Follow-up/Recurrence/Death","CoC",,,,
"qualityOfSurvival",1780,2128,2128,"left"," ","Quality of Survival",,"Tumor","Follow-up/Recurrence/Death","CoC",,,,
"followUpSource",1790,2129,2129,"left"," ","Follow-Up Source",,"Tumor","Follow-up/Recurrence/Death","CoC",,,,
"followUpSourceCentral",1791,2278,2279,"left"," ","Follow-up Source Central",,"Tumor","Follow-up/Recurrence/Death","NAACCR",2006,11,,
"nextFollowUpSource",1800,2130,2130,"left"," ","Next Follow-Up Source",,"Tumor","Follow-up/Recurrence/Death","CoC",,,,
"addrCurrentCity",1810,2131,2180,"left"," ","Addr Current--City",,"Patient","Follow-up/Recurrence/Death","CoC",,,,
"addrCurrentState",1820,2181,2182,"left"," ","Addr Current--State",,"Patient","Follow-up/Recurrence/Death","CoC",,,,
"addrCurrentPostalCode",1830,2183,2191,"left"," ","Addr Current--Postal Code",,"Patient","Follow-up/Recurrence/Death","CoC",,,,
"addrCurrentCountry",1832,439,441,"left"," ","Addr Current--Country",,"Patient","Demographic","NAACCR",2013,13,,
"countyCurrent",1840,2192,2194,"right","0","County--Current",,"Patient","Follow-up/Recurrence/Death","NAACCR",,,,
"followUpContactCity",1842,2208,2257,"left"," ","Follow-Up Contact--City",,"Tumor","Follow-up/Recurrence/Death","SEER",1997,,,
"followUpContactState",1844,2258,2259,"left"," ","Follow-Up Contact--State",,"Tumor","Follow-up/Recurrence/Death","SEER",1997,,,
"followUpContactPostal",1846,2260,2268,"left"," ","Follow-Up Contact--Postal",,"Tumor","Follow-up/Recurrence/Death","SEER",1997,,,
"followupContactCountry",1847,447,449,"left"," ","FollowUp Contact--Country",,"Tumor","Demographic","NAACCR",2013,13,,
"unusualFollowUpMethod",1850,2290,2291,"left"," ","Unusual Follow-Up Method",,"Tumor","Follow-up/Recurrence/Death","NAACCR",,,,
"recurrenceDate1st",1860,2196,2203,"left"," ","Recurrence Date--1st",,"Tumor","Follow-up/Recurrence/Death","CoC",,,,
"recurrenceDate1stFlag",1861,2204,2205,"left"," ","Recurrence Date--1st Flag",,"Tumor","Follow-up/Recurrence/Death","NAACCR",2010,12,,
"recurrenceType1st",1880,2206,2207,"right","0","Recurrence Type--1st",,"Tumor","Follow-up/Recurrence/Death","CoC",,,,
"causeOfDeath",1910,2269,2272,"left"," ","Cause of Death",,"Patient","Follow-up/Recurrence/Death","SEER",,,,
"icdRevisionNumber",1920,2273,2273,"left"," ","ICD Revision Number",,"Patient","Follow-up/Recurrence/Death","SEER",,,,
"autopsy",1930,2274,2274,"left"," ","Autopsy",,"Patient","Follow-up/Recurrence/Death","NAACCR",,,,
"placeOfDeath",1940,2275,2277,"right","0","Place of Death",,"Patient","Follow-up/Recurrence/Death","NPCR",,,,
"placeOfDeathState",1942,450,451,"left"," ","Place of Death--State",,"Patient","Demographic","NAACCR",2013,13,,
"placeOfDeathCountry",1944,452,454,"left"," ","Place of Death--Country",,"Patient","Demographic","NAACCR",2013,13,,
"siteIcdO1",1960,1909,1912,"left"," ","Site (73-91) ICD-O-1",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"histologyIcdO1",1971,1913,1916,"left"," ","Histology (73-91) ICD-O-1",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"behaviorIcdO1",1972,1917,1917,"left"," ","Behavior (73-91) ICD-O-1",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"gradeIcdO1",1973,1918,1918,"left"," ","Grade (73-91) ICD-O-1",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"icdO2ConversionFlag",1980,1919,1919,"left"," ","ICD-O-2 Conversion Flag",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"overRideSsNodespos",1981,1888,1888,"left"," ","Over-ride SS/NodesPos",,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2001,9,,
"overRideSsTnmN",1982,1889,1889,"left"," ","Over-ride SS/TNM-N",,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,
"overRideSsTnmM",1983,1890,1890,"left"," ","Over-ride SS/TNM-M",,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2001,9,,
"overRideAcsnClassSeq",1985,1891,1891,"left"," ","Over-ride Acsn/Class/Seq",,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,
"overRideHospseqDxconf",1986,1892,1892,"left"," ","Over-ride HospSeq/DxConf",,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,
"overRideCocSiteType",1987,1893,1893,"left"," ","Over-ride CoC-Site/Type",,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,
"overRideHospseqSite",1988,1894,1894,"left"," ","Over-ride HospSeq/Site",,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,
"overRideSiteTnmStggrp",1989,1895,1895,"left"," ","Over-ride Site/TNM-StgGrp",,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,
"overRideAgeSiteMorph",1990,1896,1896,"left"," ","Over-ride Age/Site/Morph",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"overRideSeqnoDxconf",2000,1897,1897,"left"," ","Over-ride SeqNo/DxConf",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"overRideSiteLatSeqno",2010,1898,1898,"left"," ","Over-ride Site/Lat/SeqNo",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"overRideSurgDxconf",2020,1899,1899,"left"," ","Over-ride Surg/DxConf",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"overRideSiteType",2030,1900,1900,"left"," ","Over-ride Site/Type",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"overRideHistology",2040,1901,1901,"left"," ","Over-ride Histology",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"overRideReportSource",2050,1902,1902,"left"," ","Over-ride Report Source",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"overRideIllDefineSite",2060,1903,1903,"left"," ","Over-ride Ill-define Site",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"overRideLeukLymphoma",2070,1904,1904,"left"," ","Over-ride Leuk,  Lymphoma",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,
"overRideSiteBehavior",2071,1905,1905,"left"," ","Over-ride Site/Behavior",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,
"overRideSiteEodDxDt",2072,1906,1906,"left"," ","Over-ride Site/EOD/DX Dt",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,
"overRideSiteLatEod",2073,1907,1907,"left"," ","Over-ride Site/Lat/EOD",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,
"overRideSiteLatMorph",2074,1908,1908,"left"," ","Over-ride Site/Lat/Morph",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,
"crcChecksum",2081,1920,1929,"left"," ","CRC CHECKSUM",,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",1998,6,,
"dateCaseInitiated",2085,1951,1958,"left"," ","Date Case Initiated",,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2010,12,,
"dateCaseCompleted",2090,1959,1966,"left"," ","Date Case Completed",,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,
"dateCaseCompletedCoc",2092,1967,1974,"left"," ","Date Case Completed--CoC",,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2010,12,,
"dateCaseLastChanged",2100,1975,1982,"left"," ","Date Case Last Changed",,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,
"dateCaseReportExported",2110,1983,1990,"left"," ","Date Case Report Exported",,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",,,,
"dateCaseReportReceived",2111,1991,1998,"left"," ","Date Case Report Received",,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",1997,,,
"dateCaseReportLoaded",2112,1999,2006,"left"," ","Date Case Report Loaded",,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",1997,,,
"dateTumorRecordAvailbl",2113,2007,2014,"left"," ","Date Tumor Record Availbl",,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",1997,,,
"icdO3ConversionFlag",2116,2015,2015,"left"," ","ICD-O-3 Conversion Flag",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER/CoC",2001,9,,
"seerCodingSysCurrent",2120,1930,1930,"left"," ","SEER Coding Sys--Current",,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,
"seerCodingSysOriginal",2130,1931,1931,"left"," ","SEER Coding Sys--Original",,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,
"cocCodingSysCurrent",2140,1932,1933,"right","0","CoC Coding Sys--Current",,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",,,,
"cocCodingSysOriginal",2150,1934,1935,"right","0","CoC Coding Sys--Original",,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",,,,
"vendorName",2170,1936,1945,"left"," ","Vendor Name",,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2011,,,
"seerTypeOfFollowUp",2180,1946,1946,"left"," ","SEER Type of Follow-Up",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1995,4,,
"seerRecordNumber",2190,1947,1948,"right","0","SEER Record Number",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1995,4,,
"diagnosticProc7387",2200,1949,1950,"left"," ","Diagnostic Proc 73-87",,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1995,5,,
"stateRequestorItems",2220,2340,3339,"left"," ","State/Requestor Items",,"Tumor","Special Use","Varies",2011,,,
"nameLast",2230,3340,3379,"left"," ","Name--Last",,"Patient","Patient-Confidential","CoC",2011,,,
"nameFirst",2240,3380,3419,"left"," ","Name--First",,"Patient","Patient-Confidential","CoC",,,,
"nameMiddle",2250,3420,3459,"left"," ","Name--Middle",,"Patient","Patient-Confidential","CoC",,,,
"namePrefix",2260,3460,3462,"left"," ","Name--Prefix",,"Patient","Patient-Confidential","NAACCR",2011,,,
"nameSuffix",2270,3463,3465,"left"," ","Name--Suffix",,"Patient","Patient-Confidential","NAACCR",2011,,,
"nameAlias",2280,3466,3505,"left"," ","Name--Alias",,"Patient","Patient-Confidential","NAACCR",,,,
"nameSpouseParent",2290,3546,3605,"left"," ","Name--Spouse/Parent",,"Tumor","Patient-Confidential","NAACCR",2011,,,
"medicalRecordNumber",2300,3606,3616,"right"," ","Medical Record Number",,"Tumor","Patient-Confidential","CoC",,,,
"militaryRecordNoSuffix",2310,3617,3618,"right","0","Military Record No Suffix",,"Tumor","Patient-Confidential","CoC",,,,
"socialSecurityNumber",2320,3619,3627,"left"," ","Social Security Number",,"Patient","Patient-Confidential","CoC",,,,
"addrAtDxNoStreet",2330,3628,3687,"left"," ","Addr at DX--No & Street",,"Tumor","Patient-Confidential","CoC",,,,
"addrAtDxSupplementl",2335,3688,3747,"left"," ","Addr at DX--Supplementl",,"Tumor","Patient-Confidential","CoC",2003,10,,
"addrCurrentNoStreet",2350,3748,3807,"left"," ","Addr Current--No & Street",,"Patient","Patient-Confidential","CoC",,,,
"latitude",2352,4064,4073,"right"," ","Latitude",,"Tumor","Patient-Confidential","NAACCR",2003,10,,
"longitude",2354,4074,4084,"right"," ","Longitude",,"Tumor","Patient-Confidential","NAACCR",2003,10,,
"addrCurrentSupplementl",2355,3808,3867,"left"," ","Addr Current--Supplementl",,"Patient","Patient-Confidential","CoC",2003,10,,
"telephone",2360,3868,3877,"left"," ","Telephone",,"Patient","Patient-Confidential","CoC",,,,
"dcStateFileNumber",2380,3878,3883,"left"," ","DC State File Number",,"Patient","Patient-Confidential","State",2011,,,
"nameMaiden",2390,3506,3545,"left"," ","Name--Maiden",,"Patient","Patient-Confidential","NAACCR",,,,
"followUpContactNost",2392,3944,4003,"left"," ","Follow-Up Contact--No&St",,"Tumor","Patient-Confidential","SEER",1997,,,
"followUpContactSuppl",2393,4004,4063,"left"," ","Follow-Up Contact--Suppl",,"Tumor","Patient-Confidential","SEER",2003,10,,
"followUpContactName",2394,3884,3943,"left"," ","Follow-Up Contact--Name",,"Tumor","Patient-Confidential","SEER",1997,,,
"institutionReferredFrom",2410,4315,4324,"right","0","Institution Referred From",,"Tumor","Hospital-Confidential","CoC",,,,
"npiInstReferredFrom",2415,4305,4314,"left"," ","NPI--Inst Referred From",,"Tumor","Hospital-Confidential","CMS",2007,,,
"institutionReferredTo",2420,4335,4344,"right","0","Institution Referred To",,"Tumor","Hospital-Confidential","CoC",,,,
"npiInstReferredTo",2425,4325,4334,"left"," ","NPI--Inst Referred To",,"Tumor","Hospital-Confidential","CMS",2007,,,
"followingRegistry",2440,4295,4304,"right","0","Following Registry",,"Tumor","Hospital-Confidential","CoC",,,,
"npiFollowingRegistry",2445,4285,4294,"left"," ","NPI--Following Registry",,"Tumor","Hospital-Confidential","CMS",2007,,,
"physicianManaging",2460,4405,4412,"left"," ","Physician--Managing",,"Tumor","Other-Confidential","NAACCR",,,,
"npiPhysicianManaging",2465,4395,4404,"left"," ","NPI--Physician--Managing",,"Tumor","Other-Confidential","CMS",2007,,,
"physicianFollowUp",2470,4423,4430,"left"," ","Physician--Follow-Up",,"Tumor","Other-Confidential","CoC",,,,
"npiPhysicianFollowUp",2475,4413,4422,"left"," ","NPI--Physician--Follow-Up",,"Tumor","Other-Confidential","CMS",2007,,,
"physicianPrimarySurg",2480,4441,4448,"left"," ","Physician--Primary Surg",,"Tumor","Other-Confidential","CoC",,,,
"npiPhysicianPrimarySurg",2485,4431,4440,"left"," ","NPI--Physician--Primary Surg",,"Tumor","Other-Confidential","CMS",2007,,,
"physician3",2490,4459,4466,"left"," ","Physician 3",,"Tumor","Other-Confidential","CoC",,,,
"npiPhysician3",2495,4449,4458,"left"," ","NPI--Physician 3",,"Tumor","Other-Confidential","CMS",2007,,,
"physician4",2500,4477,4484,"left"," ","Physician 4",,"Tumor","Other-Confidential","CoC",,,,
"npiPhysician4",2505,4467,4476,"left"," ","NPI--Physician 4",,"Tumor","Other-Confidential","CMS",2007,,,
"textDxProcPe",2520,5565,6564,"left"," ","Text--DX Proc--PE",,"Tumor","Text-Diagnosis","NPCR",,,,
"textDxProcXRayScan",2530,6565,7564,"left"," ","Text--DX Proc--X-ray/Scan",,"Tumor","Text-Diagnosis","NPCR",,,,
"textDxProcScopes",2540,7565,8564,"left"," ","Text--DX Proc--Scopes",,"Tumor","Text-Diagnosis","NPCR",,,,
"textDxProcLabTests",2550,8565,9564,"left"," ","Text--DX Proc--Lab Tests",,"Tumor","Text-Diagnosis","NPCR",,,,
"textDxProcOp",2560,9565,10564,"left"," ","Text--DX Proc--Op",,"Tumor","Text-Diagnosis","NPCR",,,,
"textDxProcPath",2570,10565,11564,"left"," ","Text--DX Proc--Path",,"Tumor","Text-Diagnosis","NPCR",,,,
"textPrimarySiteTitle",2580,11565,11664,"left"," ","Text--Primary Site Title",,"Tumor","Text-Diagnosis","NPCR",,,,
"textHistologyTitle",2590,11665,11764,"left"," ","Text--Histology Title",,"Tumor","Text-Diagnosis","NPCR",,,,
"textStaging",2600,11765,12764,"left"," ","Text--Staging",,"Tumor","Text-Diagnosis","NPCR",,,,
"rxTextSurgery",2610,12765,13764,"left"," ","RX Text--Surgery",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextRadiation",2620,13765,14764,"left"," ","RX Text--Radiation (Beam)",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextRadiationOther",2630,14765,15764,"left"," ","RX Text--Radiation Other",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextChemo",2640,15765,16764,"left"," ","RX Text--Chemo",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextHormone",2650,16765,17764,"left"," ","RX Text--Hormone",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextBrm",2660,17765,18764,"left"," ","RX Text--BRM",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextOther",2670,18765,19764,"left"," ","RX Text--Other",,"Tumor","Text-Treatment","NPCR",,,,
"textRemarks",2680,19765,20764,"left"," ","Text--Remarks",,"Tumor","Text-Miscellaneous","NPCR",,,,
"textPlaceOfDiagnosis",2690,20765,20824,"left"," ","Text--Place of Diagnosis",,"Tumor","Text-Miscellaneous","NPCR",,,,
"csPrerxTumorSize",2730,1078,1080,"left"," ","CS PreRx Tumor Size",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csPrerxExtension",2735,1081,1083,"left"," ","CS PreRx Extension",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csPrerxTumorSizeExtEval",2740,1084,1084,"left"," ","CS PreRx Tum Sz/Ext Eval",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csPrerxLymphNodes",2750,1085,1087,"left"," ","CS PreRx Lymph Nodes",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csPrerxRegNodesEval",2755,1088,1088,"left"," ","CS PreRx Reg Nodes Eval",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csPrerxMetsAtDx",2760,1089,1090,"left"," ","CS PreRx Mets at DX",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csPrerxMetsEval",2765,1091,1091,"left"," ","CS PreRx Mets Eval",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csPostrxTumorSize",2770,1092,1094,"left"," ","CS PostRx Tumor Size",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csPostrxExtension",2775,1095,1097,"left"," ","CS PostRx Extension",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csPostrxLymphNodes",2780,1098,1100,"left"," ","CS PostRx Lymph Nodes",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csPostrxMetsAtDx",2785,1101,1102,"left"," ","CS PostRx Mets at DX",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18
"csTumorSize",2800,985,987,"right","0","CS Tumor Size",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csExtension",2810,988,990,"right","0","CS Extension",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csTumorSizeExtEval",2820,991,991,"left"," ","CS Tumor Size/Ext Eval",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csLymphNodes",2830,992,994,"right","0","CS Lymph Nodes",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csLymphNodesEval",2840,995,995,"left"," ","CS Lymph Nodes Eval",,"Tumor","Stage/Prognostic Factors","AJCC",,,,
"csMetsAtDx",2850,996,997,"right","0","CS Mets at DX",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csMetsAtDxBone",2851,999,999,"left"," ","CS Mets at Dx-Bone",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csMetsAtDxBrain",2852,1000,1000,"left"," ","CS Mets at Dx-Brain",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csMetsAtDxLiver",2853,1001,1001,"left"," ","CS Mets at Dx-Liver",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csMetsAtDxLung",2854,1002,1002,"left"," ","CS Mets at Dx-Lung",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csMetsEval",2860,998,998,"left"," ","CS Mets Eval",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor7",2861,1021,1023,"right","0","CS Site-Specific Factor 7",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor8",2862,1024,1026,"right","0","CS Site-Specific Factor 8",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor9",2863,1027,1029,"right","0","CS Site-Specific Factor 9",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor10",2864,1030,1032,"right","0","CS Site-Specific Factor10",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor11",2865,1033,1035,"right","0","CS Site-Specific Factor11",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor12",2866,1036,1038,"right","0","CS Site-Specific Factor12",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor13",2867,1039,1041,"right","0","CS Site-Specific Factor13",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor14",2868,1042,1044,"right","0","CS Site-Specific Factor14",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor15",2869,1045,1047,"right","0","CS Site-Specific Factor15",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor16",2870,1048,1050,"right","0","CS Site-Specific Factor16",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor17",2871,1051,1053,"right","0","CS Site-Specific Factor17",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor18",2872,1054,1056,"right","0","CS Site-Specific Factor18",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor19",2873,1057,1059,"right","0","CS Site-Specific Factor19",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor20",2874,1060,1062,"right","0","CS Site-Specific Factor20",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor21",2875,1063,1065,"right","0","CS Site-Specific Factor21",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor22",2876,1066,1068,"right","0","CS Site-Specific Factor22",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor23",2877,1069,1071,"right","0","CS Site-Specific Factor23",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor24",2878,1072,1074,"right","0","CS Site-Specific Factor24",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor25",2879,1075,1077,"right","0","CS Site-Specific Factor25",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor1",2880,1003,1005,"right","0","CS Site-Specific Factor 1",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor2",2890,1006,1008,"right","0","CS Site-Specific Factor 2",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor3",2900,1009,1011,"right","0","CS Site-Specific Factor 3",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor4",2910,1012,1014,"right","0","CS Site-Specific Factor 4",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor5",2920,1015,1017,"right","0","CS Site-Specific Factor 5",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor6",2930,1018,1020,"right","0","CS Site-Specific Factor 6",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csVersionInputOriginal",2935,1167,1172,"left"," ","CS Version Input Original",,"Tumor","Stage/Prognostic Factors","AJCC",,,,
"csVersionDerived",2936,1173,1178,"left"," ","CS Version Derived",,"Tumor","Stage/Prognostic Factors","AJCC",,,,
"csVersionInputCurrent",2937,1161,1166,"left"," ","CS Version Input Current",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc6T",2940,1103,1104,"left"," ","Derived AJCC-6 T",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjcc6TDescript",2950,1105,1105,"left"," ","Derived AJCC-6 T Descript",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjcc6N",2960,1106,1107,"left"," ","Derived AJCC-6 N",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjcc6NDescript",2970,1108,1108,"left"," ","Derived AJCC-6 N Descript",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjcc6M",2980,1109,1110,"left"," ","Derived AJCC-6 M",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjcc6MDescript",2990,1111,1111,"left"," ","Derived AJCC-6 M Descript",,"Tumor","Stage/Prognostic Factors","AJCC",,,,
"derivedAjcc6StageGrp",3000,1112,1113,"left"," ","Derived AJCC-6 Stage Grp",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedSs1977",3010,1155,1155,"left"," ","Derived SS1977",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedSs2000",3020,1156,1156,"left"," ","Derived SS2000",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjccFlag",3030,1158,1158,"left"," ","Derived AJCC--Flag",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedSs1977Flag",3040,1159,1159,"left"," ","Derived SS1977--Flag",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedSs2000Flag",3050,1160,1160,"left"," ","Derived SS2000--Flag",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"archiveFin",3100,721,730,"right","0","Archive FIN",,"Tumor","Hospital-Specific","CoC",2003,10,,
"npiArchiveFin",3105,711,720,"left"," ","NPI--Archive FIN",,"Tumor","Hospital-Specific","CMS",2007,,,
"comorbidComplication1",3110,1186,1190,"left","0","Comorbid/Complication 1",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication2",3120,1191,1195,"left","0","Comorbid/Complication 2",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication3",3130,1196,1200,"left","0","Comorbid/Complication 3",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication4",3140,1201,1205,"left","0","Comorbid/Complication 4",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication5",3150,1206,1210,"left","0","Comorbid/Complication 5",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication6",3160,1211,1215,"left","0","Comorbid/Complication 6",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication7",3161,1216,1220,"left","0","Comorbid/Complication 7",,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,
