"name","item","start_col","end_col","alignment","padding","data_type","width","name_literal","default","allow_unlimited_text","parent","section","source","year_added","version_added","year_retired","version_retired","include_incidence","include_confidential","include_abstract"
"tnmClinT",940,1065,1068,"left"," ","text",4,"TNM Clin T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"tnmClinN",950,1069,1072,"left"," ","text",4,"TNM Clin N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"tnmClinM",960,1073,1076,"left"," ","text",4,"TNM Clin M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"tnmClinStageGroup",970,1077,1080,"left"," ","text",4,"TNM Clin Stage Group",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"tnmClinDescriptor",980,1081,1081,"left"," ","digits",1,"TNM Clin Descriptor",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",,,,,TRUE,TRUE,TRUE
"tnmClinStagedBy",990,868,869,"left"," ","digits",2,"TNM Clin Staged By",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",,,,,TRUE,TRUE,TRUE
"ajccId",995,1722,1725,"left"," ","text",4,"AJCC ID",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmClinT",1001,1082,1096,"left"," ","text",15,"AJCC TNM Clin T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmClinN",1002,1101,1115,"left"," ","text",15,"AJCC TNM Clin N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmClinM",1003,1120,1134,"left"," ","text",15,"AJCC TNM Clin M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmClinStageGroup",1004,1135,1149,"left"," ","text",15,"AJCC TNM Clin Stage Group",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmPathT",1011,1150,1164,"left"," ","text",15,"AJCC TNM Path T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmPathN",1012,1169,1183,"left"," ","text",15,"AJCC TNM Path N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmPathM",1013,1188,1202,"left"," ","text",15,"AJCC TNM Path M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmPathStageGroup",1014,1203,1217,"left"," ","text",15,"AJCC TNM Path Stage Group",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyT",1021,1218,1232,"left"," ","text",15,"AJCC TNM Post Therapy Path (yp) T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyN",1022,1237,1251,"left"," ","text",15,"AJCC TNM Post Therapy Path (yp) N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyM",1023,1256,1270,"left"," ","text",15,"AJCC TNM Post Therapy Path (yp) M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyStageGroup",1024,1271,1285,"left"," ","text",15,"AJCC TNM Post Therapy Path (yp) Stage Group",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmClinTSuffix",1031,1097,1100,"left"," ","text",4,"AJCC TNM Clin T Suffix",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmPathTSuffix",1032,1165,1168,"left"," ","text",4,"AJCC TNM Path T Suffix",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyTSuffix",1033,1233,1236,"left"," ","text",4,"AJCC TNM Post Therapy Path (yp) T Suffix",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"ajccTnmClinNSuffix",1034,1116,1119,"left"," ","text",4,"AJCC TNM Clin N Suffix",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"ajccTnmPathNSuffix",1035,1184,1187,"left"," ","text",4,"AJCC TNM Path N Suffix",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyNSuffix",1036,1252,1255,"left"," ","text",4,"AJCC TNM Post Therapy Path (yp) N Suffix",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2018,18,,,TRUE,TRUE,TRUE
"tnmEditionNumber",1060,1046,1047,"right","0","text",2,"TNM Edition Number",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",,,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyClinT",1062,,,"left"," ","text",15,"AJCC TNM Post Therapy Clin (yc) T",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyClinTSuffix",1063,,,"left"," ","text",4,"AJCC TNM Post Therapy Clin (yc) T Suffix",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyClinN",1064,,,"left"," ","text",15,"AJCC TNM Post Therapy Clin (yc) N",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyClinNSuffix",1065,,,"left"," ","text",4,"AJCC TNM Post Therapy Clin (yc) N Suffix",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyClinM",1066,,,"left"," ","text",15,"AJCC TNM Post Therapy Clin (yc) M",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"ajccTnmPostTherapyClinStageGrp",1067,,,"left"," ","text",15,"AJCC TNM Post Therapy Clin (yc) Stage Group",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"gradePostTherapyClin",1068,,,"left"," ","text",1,"Grade Post Therapy Clin (yc)",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"metsAtDxBone",1112,870,870,"left"," ","digits",1,"Mets at DX-Bone",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"metsAtDxBrain",1113,871,871,"left"," ","digits",1,"Mets at DX-Brain",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"metsAtDxDistantLn",1114,872,872,"left"," ","digits",1,"Mets at Dx-Distant LN",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"metsAtDxLiver",1115,873,873,"left"," ","digits",1,"Mets at DX-Liver",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"metsAtDxLung",1116,874,874,"left"," ","digits",1,"Mets at DX-Lung",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"metsAtDxOther",1117,875,875,"left"," ","digits",1,"Mets at DX-Other",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"pediatricStage",1120,1289,1290,"left"," ","text",2,"Pediatric Stage",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",,,,,TRUE,TRUE,TRUE
"pediatricStagingSystem",1130,1291,1292,"right","0","digits",2,"Pediatric Staging System",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",,,,,TRUE,TRUE,TRUE
"pediatricStagedBy",1140,1293,1293,"left"," ","digits",1,"Pediatric Staged By",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",,,,,TRUE,TRUE,TRUE
"tumorMarker1",1150,1294,1294,"left"," ","digits",1,"Tumor Marker 1",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",,,,,TRUE,TRUE,TRUE
"tumorMarker2",1160,1295,1295,"left"," ","digits",1,"Tumor Marker 2",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",,,,,TRUE,TRUE,TRUE
"tumorMarker3",1170,1296,1296,"left"," ","digits",1,"Tumor Marker 3",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",,,,,TRUE,TRUE,TRUE
"lymphVascularInvasion",1182,1297,1297,"left"," ","digits",1,"Lymphovascular Invasion",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"rxDateSurgery",1200,2114,2121,"left"," ","date",8,"RX Date Surgery",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateSurgeryFlag",1201,2122,2123,"left"," ","digits",2,"RX Date Surgery Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateRadiation",1210,2144,2151,"left"," ","date",8,"RX Date Radiation",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateRadiationFlag",1211,2152,2153,"left"," ","digits",2,"RX Date Radiation Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateChemo",1220,2174,2181,"left"," ","date",8,"RX Date Chemo",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateChemoFlag",1221,2182,2183,"left"," ","digits",2,"RX Date Chemo Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateHormone",1230,2184,2191,"left"," ","date",8,"RX Date Hormone",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateHormoneFlag",1231,2192,2193,"left"," ","digits",2,"RX Date Hormone Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateBrm",1240,2194,2201,"left"," ","date",8,"RX Date BRM",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateBrmFlag",1241,2202,2203,"left"," ","digits",2,"RX Date BRM Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateOther",1250,2204,2211,"left"," ","date",8,"RX Date Other",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateOtherFlag",1251,2212,2213,"left"," ","digits",2,"RX Date Other Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"dateInitialRxSeer",1260,2094,2101,"left"," ","date",8,"Date Initial RX SEER",,FALSE,"Tumor","Treatment-1st Course","SEER",,,,,TRUE,TRUE,TRUE
"dateInitialRxSeerFlag",1261,2102,2103,"left"," ","digits",2,"Date Initial RX SEER Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"date1stCrsRxCoc",1270,2104,2111,"left"," ","date",8,"Date 1st Crs RX CoC",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"date1stCrsRxCocFlag",1271,2112,2113,"left"," ","digits",2,"Date 1st Crs RX CoC Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateDxStgProc",1280,2214,2221,"left"," ","date",8,"RX Date DX/Stg Proc",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxDateDxStgProcFlag",1281,2222,2223,"left"," ","digits",2,"RX Date DX/Stg Proc Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxSummTreatmentStatus",1285,2224,2224,"left"," ","digits",1,"RX Summ--Treatment Status",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",2010,12,,,TRUE,TRUE,TRUE
"rxSummSurgPrimSite",1290,2225,2226,"right","0","digits",2,"RX Summ--Surg Prim Site",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",1997,,,,TRUE,TRUE,TRUE
"rxSummScopeRegLnSur",1292,2227,2227,"left"," ","digits",1,"RX Summ--Scope Reg LN Sur",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",1997,,,,TRUE,TRUE,TRUE
"rxSummSurgOthRegDis",1294,2228,2228,"left"," ","digits",1,"RX Summ--Surg Oth Reg/Dis",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",1997,,,,TRUE,TRUE,TRUE
"rxSummRegLnExamined",1296,2229,2230,"right","0","digits",2,"RX Summ--Reg LN Examined",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",1997,,,,TRUE,TRUE,TRUE
"rxSummSurgicalApproch",1310,2231,2231,"left"," ","digits",1,"RX Summ--Surgical Approch",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxSummSurgicalMargins",1320,2232,2232,"left"," ","digits",1,"RX Summ--Surgical Margins",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxSummReconstruct1st",1330,2233,2233,"left"," ","digits",1,"RX Summ--Reconstruct 1st",,FALSE,"Tumor","Treatment-1st Course","SEER",,,,,TRUE,TRUE,TRUE
"reasonForNoSurgery",1340,2234,2234,"left"," ","digits",1,"Reason for No Surgery",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummDxStgProc",1350,2235,2236,"right","0","digits",2,"RX Summ--DX/Stg Proc",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxSummRadiation",1360,2238,2238,"left"," ","digits",1,"RX Summ--Radiation",,FALSE,"Tumor","Treatment-1st Course","SEER",,,,,TRUE,TRUE,TRUE
"rxSummRadToCns",1370,2239,2239,"left"," ","digits",1,"RX Summ--Rad to CNS",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummSurgRadSeq",1380,2240,2240,"left"," ","digits",1,"RX Summ--Surg/Rad Seq",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummChemo",1390,2243,2244,"right","0","digits",2,"RX Summ--Chemo",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummHormone",1400,2245,2246,"right","0","digits",2,"RX Summ--Hormone",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummBrm",1410,2247,2248,"right","0","digits",2,"RX Summ--BRM",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummOther",1420,2249,2249,"left"," ","digits",1,"RX Summ--Other",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"reasonForNoRadiation",1430,2250,2250,"left"," ","digits",1,"Reason for No Radiation",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"rxCodingSystemCurrent",1460,2251,2252,"right","0","digits",2,"RX Coding System--Current",,FALSE,"Tumor","Treatment-1st Course","NAACCR",,,,,TRUE,TRUE,TRUE
"phase1DosePerFraction",1501,2289,2293,"left"," ","digits",5,"Phase I Dose per Fraction",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase1RadiationExternalBeamTech",1502,2287,2288,"left"," ","digits",2,"Phase I Radiation External Beam Planning Tech",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase1NumberOfFractions",1503,2294,2296,"right","0","digits",3,"Phase I Number of Fractions",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase1RadiationPrimaryTxVolume",1504,2281,2282,"left"," ","text",2,"Phase I Radiation Primary Treatment Volume",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase1RadiationToDrainingLN",1505,2283,2284,"left"," ","digits",2,"Phase I Radiation to Draining Lymph Nodes",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase1RadiationTreatmentModality",1506,2285,2286,"left"," ","digits",2,"Phase I Radiation Treatment Modality",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase1TotalDose",1507,2297,2302,"right","0","digits",6,"Phase I Total Dose",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"radRegionalDoseCgy",1510,2253,2257,"right","0","digits",5,"Rad--Regional Dose: cGy",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"phase2DosePerFraction",1511,2311,2315,"left"," ","digits",5,"Phase II Dose per Fraction",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase2RadiationExternalBeamTech",1512,2309,2310,"left"," ","digits",2,"Phase II Radiation External Beam Planning Tech",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase2NumberOfFractions",1513,2316,2318,"right","0","digits",3,"Phase II Number of Fractions",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase2RadiationPrimaryTxVolume",1514,2303,2304,"left"," ","digits",2,"Phase II Radiation Primary Treatment Volume",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase2RadiationToDrainingLN",1515,2305,2306,"left"," ","digits",2,"Phase II Radiation to Draining Lymph Nodes",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase2RadiationTreatmentModality",1516,2307,2308,"left"," ","digits",2,"Phase II Radiation Treatment Modality",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase2TotalDose",1517,2319,2324,"right","0","digits",6,"Phase II Total Dose",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"radNoOfTreatmentVol",1520,2258,2260,"right","0","digits",3,"Rad--No of Treatment Vol",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"phase3DosePerFraction",1521,2333,2337,"left"," ","digits",5,"Phase III Dose per Fraction",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase3RadiationExternalBeamTech",1522,2331,2332,"left"," ","digits",2,"Phase III Radiation External Beam Planning Tech",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase3NumberOfFractions",1523,2338,2340,"right","0","digits",3,"Phase III Number of Fractions",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase3RadiationPrimaryTxVolume",1524,2325,2326,"left"," ","digits",2,"Phase III Radiation Primary Treatment Volume",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase3RadiationToDrainingLN",1525,2327,2328,"left"," ","digits",2,"Phase III Radiation to Draining Lymph Nodes",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase3RadiationTreatmentModality",1526,2329,2330,"left"," ","digits",2,"Phase III Radiation Treatment Modality",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"phase3TotalDose",1527,2341,2346,"right","0","digits",6,"Phase III Total Dose",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"radiationTxDiscontinuedEarly",1531,2349,2350,"left"," ","digits",2,"Radiation Treatment Discontinued Early",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"numberPhasesOfRadTxToVolume",1532,2347,2348,"right","0","digits",2,"Number of Phases of Rad Treatment to this Volume",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"totalDose",1533,2351,2356,"right","0","digits",6,"Total Dose",,FALSE,"Tumor","Treatment-1st Course","CoC",2018,18,,,TRUE,TRUE,TRUE
"radTreatmentVolume",1540,2261,2262,"right","0","digits",2,"Rad--Treatment Volume",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"radLocationOfRx",1550,2263,2263,"left"," ","digits",1,"Rad--Location of RX",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"radRegionalRxModality",1570,2264,2265,"right","0","digits",2,"Rad--Regional RX Modality",,FALSE,"Tumor","Treatment-1st Course","CoC",,,,,TRUE,TRUE,TRUE
"neoadjuvantTherapy",1632,,,"left"," ","text",1,"Neoadjuvant Therapy",,FALSE,"Tumor","Treatment-1st Course",,,,,,TRUE,TRUE,TRUE
"neoadjuvTherapyClinicalResponse",1633,,,"left"," ","text",1,"Neoadjuvant Therapy-Clinical Response",,FALSE,"Tumor","Treatment-1st Course",,,,,,TRUE,TRUE,TRUE
"neoadjuvTherapyTreatmentEffect",1634,,,"left"," ","text",1,"Neoadjuvant Therapy-Treatment Effect",,FALSE,"Tumor","Treatment-1st Course",,,,,,TRUE,TRUE,TRUE
"rxSummSystemicSurSeq",1639,2273,2273,"left"," ","digits",1,"RX Summ--Systemic/Sur Seq",,FALSE,"Tumor","Treatment-1st Course","CoC",2006,11,,,TRUE,TRUE,TRUE
"rxSummSurgeryType",1640,2274,2275,"right","0","digits",2,"RX Summ--Surgery Type",,FALSE,"Tumor","Treatment-1st Course","SEER",2011,,,,TRUE,TRUE,TRUE
"rxSummSurgSite9802",1646,2277,2278,"right","0","digits",2,"RX Summ--Surg Site 98-02",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummScopeReg9802",1647,2279,2279,"left"," ","digits",1,"RX Summ--Scope Reg 98-02",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"rxSummSurgOth9802",1648,2280,2280,"left"," ","digits",1,"RX Summ--Surg Oth 98-02",,FALSE,"Tumor","Treatment-1st Course","SEER/CoC",,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseDate",1660,2457,2464,"left"," ","date",8,"Subsq RX 2nd Course Date",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",,,,,TRUE,TRUE,TRUE
"subsqRx2ndcrsDateFlag",1661,2465,2466,"left"," ","digits",2,"Subsq RX 2ndCrs Date Flag",,FALSE,"Tumor","Treatment-Subsequent & Other","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseSurg",1671,2467,2468,"right","0","digits",2,"Subsq RX 2nd Course Surg",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseRad",1672,2473,2473,"left"," ","digits",1,"Subsq RX 2nd Course Rad",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseChemo",1673,2474,2474,"left"," ","digits",1,"Subsq RX 2nd Course Chemo",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseHorm",1674,2475,2475,"left"," ","digits",1,"Subsq RX 2nd Course Horm",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseBrm",1675,2476,2476,"left"," ","digits",1,"Subsq RX 2nd Course BRM",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndCourseOth",1676,2477,2477,"left"," ","digits",1,"Subsq RX 2nd Course Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx2ndScopeLnSu",1677,2469,2469,"left"," ","digits",1,"Subsq RX 2nd--Scope LN SU",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx2ndSurgOth",1678,2470,2470,"left"," ","digits",1,"Subsq RX 2nd--Surg Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx2ndRegLnRem",1679,2471,2472,"right","0","digits",2,"Subsq RX 2nd--Reg LN Rem",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseDate",1680,2478,2485,"left"," ","date",8,"Subsq RX 3rd Course Date",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",,,,,TRUE,TRUE,TRUE
"subsqRx3rdcrsDateFlag",1681,2486,2487,"left"," ","digits",2,"Subsq RX 3rdCrs Date Flag",,FALSE,"Tumor","Treatment-Subsequent & Other","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseSurg",1691,2488,2489,"right","0","digits",2,"Subsq RX 3rd Course Surg",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseRad",1692,2494,2494,"left"," ","digits",1,"Subsq RX 3rd Course Rad",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseChemo",1693,2495,2495,"left"," ","digits",1,"Subsq RX 3rd Course Chemo",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseHorm",1694,2496,2496,"left"," ","digits",1,"Subsq RX 3rd Course Horm",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseBrm",1695,2497,2497,"left"," ","digits",1,"Subsq RX 3rd Course BRM",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdCourseOth",1696,2498,2498,"left"," ","digits",1,"Subsq RX 3rd Course Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx3rdScopeLnSu",1697,2490,2490,"left"," ","digits",1,"Subsq RX 3rd--Scope LN Su",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx3rdSurgOth",1698,2491,2491,"left"," ","digits",1,"Subsq RX 3rd--Surg Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx3rdRegLnRem",1699,2492,2493,"right","0","digits",2,"Subsq RX 3rd--Reg LN Rem",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseDate",1700,2499,2506,"left"," ","date",8,"Subsq RX 4th Course Date",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",,,,,TRUE,TRUE,TRUE
