"code","label","means_missing","description"
"826","printing machine operators",FALSE,"printing machine operators"
"830","laundry and dry-cleaning workers",FALSE,"laundry and dry-cleaning workers"
"831","pressers, textile, garment, and related materials",FALSE,"pressers, textile, garment, and related materials"
"832","sewing machine operators",FALSE,"sewing machine operators"
"833","shoe and leather workers and repairers",FALSE,"shoe and leather workers and repairers"
"834","shoe machine operators and tenders",FALSE,"shoe machine operators and tenders"
"835","tailors, dressmakers, and sewers",FALSE,"tailors, dressmakers, and sewers"
"836","textile bleaching and dyeing machine operators and tenders",FALSE,"textile bleaching and dyeing machine operators and tenders"
"840","textile cutting machine setters, operators, and tenders",FALSE,"textile cutting machine setters, operators, and tenders"
"841","textile knitting and weaving machine setters, operators, and tenders",FALSE,"textile knitting and weaving machine setters, operators, and tenders"
"842","textile winding, twisting, and drawing out machine setters, operators, and tenders",FALSE,"textile winding, twisting, and drawing out machine setters, operators, and tenders"
"843","extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",FALSE,"extruding and forming machine setters, operators, and tenders, synthetic and glass fibers"
"844","fabric and apparel patternmakers",FALSE,"fabric and apparel patternmakers"
"845","upholsterers",FALSE,"upholsterers"
"846","textile, apparel, and furnishings workers, all other",FALSE,"textile, apparel, and furnishings workers, all other"
"850","cabinetmakers and bench carpenters",FALSE,"cabinetmakers and bench carpenters"
"851","furniture finishers",FALSE,"furniture finishers"
"852","model makers and patternmakers, wood",FALSE,"model makers and patternmakers, wood"
"853","sawing machine setters, operators, and tenders, wood",FALSE,"sawing machine setters, operators, and tenders, wood"
"854","woodworking machine setters, operators, and tenders, except sawing",FALSE,"woodworking machine setters, operators, and tenders, except sawing"
"855","woodworkers, all other",FALSE,"woodworkers, all other"
"860","power plant operators, distributors, and dispatchers",FALSE,"power plant operators, distributors, and dispatchers"
"861","stationary engineers and boiler operators",FALSE,"stationary engineers and boiler operators"
"862","water and liquid waste treatment plant and system operators",FALSE,"water and liquid waste treatment plant and system operators"
"863","miscellaneous plant and system operators",FALSE,"miscellaneous plant and system operators"
"864","chemical processing machine setters, operators, and tenders",FALSE,"chemical processing machine setters, operators, and tenders"
"865","crushing, grinding, polishing, mixing, and blending workers",FALSE,"crushing, grinding, polishing, mixing, and blending workers"
"871","cutting workers",FALSE,"cutting workers"
"872","extruding, forming, pressing, and compacting machine setters, operators, and tenders",FALSE,"extruding, forming, pressing, and compacting machine setters, operators, and tenders"
"873","furnace, kiln, oven, drier, and kettle operators and tenders",FALSE,"furnace, kiln, oven, drier, and kettle operators and tenders"
"874","inspectors, testers, sorters, samplers, and weighers",FALSE,"inspectors, testers, sorters, samplers, and weighers"
"875","jewelers and precious stone and metal workers",FALSE,"jewelers and precious stone and metal workers"
"876","medical, dental, and ophthalmic laboratory technicians",FALSE,"medical, dental, and ophthalmic laboratory technicians"
"880","packaging and filling machine operators and tenders",FALSE,"packaging and filling machine operators and tenders"
"881","painting workers",FALSE,"painting workers"
"883","photographic process workers and processing machine operators",FALSE,"photographic process workers and processing machine operators"
"884","semiconductor processors",FALSE,"semiconductor processors"
"885","cementing and gluing machine operators and tenders",FALSE,"cementing and gluing machine operators and tenders"
"886","cleaning, washing, and metal pickling equipment operators and tenders",FALSE,"cleaning, washing, and metal pickling equipment operators and tenders"
"890","cooling and freezing equipment operators and tenders",FALSE,"cooling and freezing equipment operators and tenders"
"891","etchers and engravers",FALSE,"etchers and engravers"
"892","molders, shapers, and casters, except metal and plastic",FALSE,"molders, shapers, and casters, except metal and plastic"
"893","paper goods machine setters, operators, and tenders",FALSE,"paper goods machine setters, operators, and tenders"
"894","tire builders",FALSE,"tire builders"
"895","helpers--production workers",FALSE,"helpers--production workers"
"896","production workers, all other",FALSE,"production workers, all other"
"900","supervisors, transportation and material moving workers",FALSE,"supervisors, transportation and material moving workers"
"903","aircraft pilots and flight engineers",FALSE,"aircraft pilots and flight engineers"
"904","air traffic controllers and airfield operations specialists",FALSE,"air traffic controllers and airfield operations specialists"
"911","ambulance drivers and attendants, except emergency medical technicians",FALSE,"ambulance drivers and attendants, except emergency medical technicians"
"912","bus drivers",FALSE,"bus drivers"
"913","driver/sales workers and truck drivers",FALSE,"driver/sales workers and truck drivers"
"914","taxi drivers and chauffeurs",FALSE,"taxi drivers and chauffeurs"
"915","motor vehicle operators, all other",FALSE,"motor vehicle operators, all other"
"920","locomotive engineers and operators",FALSE,"locomotive engineers and operators"
"923","railroad brake, signal, and switch operators",FALSE,"railroad brake, signal, and switch operators"
"924","railroad conductors and yardmasters",FALSE,"railroad conductors and yardmasters"
"926","subway, streetcar, and other rail transportation workers ,",FALSE,"subway, streetcar, and other rail transportation workers ,"
"930","sailors and marine oilers",FALSE,"sailors and marine oilers"
"931","ship and boat captains and operators",FALSE,"ship and boat captains and operators"
"933","ship engineers",FALSE,"ship engineers"
"934","bridge and lock tenders",FALSE,"bridge and lock tenders"
"935","parking lot attendants",FALSE,"parking lot attendants"
"936","service station attendants",FALSE,"service station attendants"
"941","transportation inspectors",FALSE,"transportation inspectors"
"942","other transportation workers ,",FALSE,"other transportation workers ,"
"950","conveyor operators and tenders",FALSE,"conveyor operators and tenders"
"951","crane and tower operators",FALSE,"crane and tower operators"
"952","dredge, excavating, and loading machine operators",FALSE,"dredge, excavating, and loading machine operators"
"956","hoist and winch operators",FALSE,"hoist and winch operators"
"960","industrial truck and tractor operators",FALSE,"industrial truck and tractor operators"
"961","cleaners of vehicles and equipment",FALSE,"cleaners of vehicles and equipment"
"962","laborers and freight, stock, and material movers, hand",FALSE,"laborers and freight, stock, and material movers, hand"
"963","machine feeders and offbearers",FALSE,"machine feeders and offbearers"
"964","packers and packagers, hand",FALSE,"packers and packagers, hand"
"965","pumping station operators",FALSE,"pumping station operators"
"972","refuse and recyclable material collectors",FALSE,"refuse and recyclable material collectors"
"973","shuttle car operators",FALSE,"shuttle car operators"
"974","tank car, truck, and ship loaders",FALSE,"tank car, truck, and ship loaders"
"975","material moving workers, all other",FALSE,"material moving workers, all other"
"980","military officer special and tactical operations leaders/managers",FALSE,"military officer special and tactical operations leaders/managers"
"981","first-line enlisted military supervisors/managers",FALSE,"first-line enlisted military supervisors/managers"
"982","military enlisted tactical operations and air/weapons specialists and crew members",FALSE,"military enlisted tactical operations and air/weapons specialists and crew members"
"983","military, rank not specified",FALSE,"military, rank not specified"
